"SSBS","LandUse"
"MH1_2010__CATIE 2  20","Perennial"
"MH1_2010__CATIE 2  21","Perennial"
"MH1_2010__CATIE 2  22","Perennial"
"MH1_2010__CATIE 2  23","Perennial"
"MH1_2010__CATIE 2  24","Perennial"
"MH1_2010__CATIE 2  25","Perennial"
"MH1_2010__CATIE 2  26","Perennial"
"MH1_2010__CATIE 2  27","Perennial"
"MH1_2010__CATIE 2  28","Perennial"
"MH1_2010__CATIE 2  29","Perennial"
"MH1_2010__CATIE 2  30","Perennial"
"MH1_2010__CATIE 2  31","Perennial"
"MH1_2010__CATIE 2  32","Perennial"
"MH1_2010__CATIE 2  33","Perennial"
"MH1_2010__CATIE 2  34","Perennial"
"MH1_2010__CATIE 2  35","Perennial"
"MH1_2010__CATIE 2  36","Perennial"
"MH1_2010__CATIE 3  1","Perennial"
"MH1_2010__CATIE 3  2","Perennial"
"MH1_2010__CATIE 3  3","Perennial"
"MH1_2010__CATIE 3  4","Perennial"
"MH1_2010__CATIE 3  5","Perennial"
"MH1_2010__CATIE 3  6","Perennial"
"MH1_2010__CATIE 3  7","Perennial"
"MH1_2010__CATIE 3  8","Perennial"
"MH1_2010__CATIE 3  9","Perennial"
"MH1_2010__CATIE 3  10","Perennial"
"MH1_2010__CATIE 3  11","Perennial"
"MH1_2010__CATIE 3  12","Perennial"
"MH1_2010__CATIE 3  13","Perennial"
"MH1_2010__CATIE 3  14","Perennial"
"MH1_2010__CATIE 3  15","Perennial"
"MH1_2010__CATIE 3  16","Perennial"
"MH1_2010__CATIE 3  17","Perennial"
"MH1_2010__CATIE 3  18","Perennial"
"MH1_2010__CATIE 3  19","Perennial"
"MH1_2010__CATIE 3  20","Perennial"
"MH1_2010__CATIE 3  21","Perennial"
"MH1_2010__CATIE 3  22","Perennial"
"MH1_2010__CATIE 3  23","Perennial"
"MH1_2010__CATIE 3  24","Perennial"
"MH1_2010__CATIE 3  25","Perennial"
"MH1_2010__CATIE 3  26","Perennial"
"MH1_2010__CATIE 3  27","Perennial"
"MH1_2010__CATIE 3  28","Perennial"
"MH1_2010__CATIE 3  29","Perennial"
"MH1_2010__CATIE 3  30","Perennial"
"MH1_2010__CATIE 3  31","Perennial"
"MH1_2010__CATIE 3  32","Perennial"
"MH1_2010__CATIE 3  33","Perennial"
"MH1_2010__CATIE 3  34","Perennial"
"MH1_2010__CATIE 3  35","Perennial"
"MH1_2010__CATIE 3  36","Perennial"
"MH1_2010__CATIE 3  37","Perennial"
"MH1_2010__CATIE 3  38","Perennial"
"MH1_2010__CATIE 3  39","Perennial"
"MH1_2010__CATIE 3  40","Perennial"
"MH1_2010__CATIE 4  1","Perennial"
"MH1_2010__CATIE 4  2","Perennial"
"MH1_2010__CATIE 4  3","Perennial"
"MH1_2010__CATIE 4  4","Perennial"
"MH1_2010__CATIE 4  5","Perennial"
"MH1_2010__CATIE 4  6","Perennial"
"MH1_2010__CATIE 4  7","Perennial"
"MH1_2010__CATIE 4  8","Perennial"
"MH1_2010__CATIE 4  9","Perennial"
"MH1_2010__CATIE 4  10","Perennial"
"MH1_2010__CATIE 4  11","Perennial"
"MH1_2010__CATIE 4  12","Perennial"
"MH1_2010__CATIE 4  13","Perennial"
"MH1_2010__CATIE 4  14","Perennial"
"MH1_2010__CATIE 4  15","Perennial"
"MH1_2010__CATIE 4  16","Perennial"
"MH1_2010__CATIE 4  17","Perennial"
"MH1_2010__CATIE 4  18","Perennial"
"MH1_2010__CATIE 4  19","Perennial"
"MH1_2010__CATIE 4  20","Perennial"
"MH1_2010__CATIE 4  21","Perennial"
"MH1_2010__CATIE 4  22","Perennial"
"MH1_2010__CATIE 4  23","Perennial"
"MH1_2010__CATIE 4  24","Perennial"
"MH1_2010__CATIE 4  25","Perennial"
"MH1_2010__CATIE 4  26","Perennial"
"MH1_2010__CATIE 4  27","Perennial"
"MH1_2010__CATIE 4  28","Perennial"
"MH1_2010__CATIE 4  29","Perennial"
"MH1_2010__CATIE 4  30","Perennial"
"MH1_2010__CATIE 4  32","Perennial"
"MH1_2010__CATIE 4  34","Perennial"
"MH1_2010__CATIE 4  35","Perennial"
"MH1_2010__CATIE 4  37","Perennial"
"MH1_2010__CATIE 4  38","Perennial"
"MH1_2010__CATIE 4  39","Perennial"
"MH1_2010__CATIE 4  40","Perennial"
"MH1_2010__CATIE 5  1","Perennial"
"MH1_2010__CATIE 5  2","Perennial"
"MH1_2010__CATIE 5  3","Perennial"
"MH1_2010__CATIE 5  4","Perennial"
"MH1_2010__CATIE 5  5","Perennial"
"MH1_2010__CATIE 5  6","Perennial"
"MH1_2010__CATIE 5  7","Perennial"
"MH1_2010__CATIE 5  8","Perennial"
"MH1_2010__CATIE 5  9","Perennial"
"MH1_2010__CATIE 5  10","Perennial"
"MH1_2010__CATIE 5  11","Perennial"
"MH1_2010__CATIE 5  12","Perennial"
"MH1_2010__CATIE 5  13","Perennial"
"MH1_2010__CATIE 5  14","Perennial"
"MH1_2010__CATIE 5  15","Perennial"
"MH1_2010__CATIE 5  16","Perennial"
"MH1_2010__CATIE 5  17","Perennial"
"MH1_2010__CATIE 5  18","Perennial"
"MH1_2010__CATIE 5  19","Perennial"
"MH1_2010__CATIE 5  20","Perennial"
"MH1_2010__CATIE 5  22","Perennial"
"MH1_2010__CATIE 5  23","Perennial"
"MH1_2010__CATIE 5  24","Perennial"
"MH1_2010__CATIE 5  25","Perennial"
"MH1_2010__CATIE 5  26","Perennial"
"MH1_2010__CATIE 5  27","Perennial"
"MH1_2010__CATIE 5  28","Perennial"
"MH1_2010__CATIE 5  29","Perennial"
"MH1_2010__CATIE 5  30","Perennial"
"MH1_2010__CATIE 5  31","Perennial"
"MH1_2010__CATIE 5  32","Perennial"
"MH1_2010__CATIE 5  33","Perennial"
"MH1_2010__CATIE 5  34","Perennial"
"MH1_2010__CATIE 5  36","Perennial"
"MH1_2010__CATIE 5  37","Perennial"
"MH1_2010__CATIE 5  38","Perennial"
"MH1_2010__Hashim 1  1","Perennial"
"MH1_2010__Sheldon 1  1","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  2","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  3","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  4","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  5","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  6","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  7","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  8","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  9","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  10","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  11","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  12","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  13","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  14","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  15","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  16","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  17","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  18","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  19","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  20","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  21","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  22","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  23","Secondary vegetation and Timber Light and Intense"
"MH1_2010__Sheldon 1  30","Perennial"
"MH1_2010__Sheldon 1  31","Perennial"
"MH1_2010__Sheldon 1  32","Perennial"
"MH1_2010__Sheldon 1  33","Perennial"
"MJ1_2008__Munyekenye 1 25 97","Perennial"
"MJ1_2008__Munyekenye 1 25 98","Perennial"
"MJ1_2008__Munyekenye 1 25 99","Perennial"
"MJ1_2008__Munyekenye 1 26 100","Perennial"
"MJ1_2008__Munyekenye 1 26 101","Perennial"
"MJ1_2008__Munyekenye 1 26 102","Perennial"
"MJ1_2008__Munyekenye 1 26 103","Perennial"
"MJ1_2008__Munyekenye 1 27 104","Perennial"
"MJ1_2008__Munyekenye 1 27 105","Perennial"
"MJ1_2008__Munyekenye 1 27 106","Perennial"
"MJ1_2008__Munyekenye 1 27 107","Perennial"
"MJ1_2008__Munyekenye 1 28 108","Perennial"
"MJ1_2008__Munyekenye 1 28 109","Perennial"
"MJ1_2008__Munyekenye 1 28 110","Perennial"
"MJ1_2008__Munyekenye 1 28 111","Perennial"
"MJ1_2008__Munyekenye 1 29 112","Perennial"
"MJ1_2008__Munyekenye 1 29 113","Perennial"
"MJ1_2008__Munyekenye 1 29 114","Perennial"
"MJ1_2008__Munyekenye 1 29 115","Perennial"
"MJ1_2008__Munyekenye 1 30 116","Perennial"
"MJ1_2008__Munyekenye 1 30 117","Perennial"
"MJ1_2008__Munyekenye 1 30 118","Perennial"
"MJ1_2008__Munyekenye 1 30 119","Perennial"
"MJ1_2008__Munyekenye 1 31 120","Perennial"
"MJ1_2008__Munyekenye 1 31 121","Perennial"
"MJ1_2008__Munyekenye 1 31 122","Perennial"
"MJ1_2008__Munyekenye 1 31 123","Perennial"
"MJ1_2008__Munyekenye 1 32 124","Perennial"
"MJ1_2008__Munyekenye 1 32 125","Perennial"
"MJ1_2008__Munyekenye 1 32 126","Perennial"
"MJ1_2008__Munyekenye 1 32 127","Perennial"
"MJ1_2008__Munyekenye 1 32 128","Perennial"
"MJ1_2008__Munyekenye 1 33 129","Perennial"
"MJ1_2008__Munyekenye 1 33 130","Perennial"
"MJ1_2008__Munyekenye 1 33 131","Perennial"
"MJ1_2008__Munyekenye 1 33 132","Perennial"
"MJ1_2008__Munyekenye 1 34 133","Perennial"
"MJ1_2008__Munyekenye 1 34 134","Perennial"
"MJ1_2008__Munyekenye 1 34 135","Perennial"
"MJ1_2008__Munyekenye 1 34 136","Perennial"
"MJ1_2008__Munyekenye 1 35 137","Perennial"
"MJ1_2008__Munyekenye 1 35 138","Perennial"
"MJ1_2008__Munyekenye 1 35 139","Perennial"
"MJ1_2008__Munyekenye 1 35 140","Perennial"
"MJ1_2008__Munyekenye 1 36 141","Perennial"
"MJ1_2008__Munyekenye 1 36 142","Perennial"
"MJ1_2008__Munyekenye 1 36 143","Perennial"
"MJ1_2008__Munyekenye 1 36 144","Perennial"
"MJ1_2008__Munyekenye 1 37 145","Perennial"
"MJ1_2008__Munyekenye 1 37 146","Perennial"
"MJ1_2008__Munyekenye 1 37 147","Perennial"
"MJ1_2008__Munyekenye 1 37 148","Perennial"
"MJ1_2008__Munyekenye 1 38 149","Perennial"
"MJ1_2008__Munyekenye 1 38 150","Perennial"
"MJ1_2008__Munyekenye 1 38 151","Perennial"
"MJ1_2008__Munyekenye 1 38 152","Perennial"
"MJ1_2008__Munyekenye 1 38 153","Perennial"
"MJ1_2008__Munyekenye 1 39 154","Perennial"
"MJ1_2008__Munyekenye 1 39 155","Perennial"
"MJ1_2008__Munyekenye 1 39 156","Perennial"
"MJ1_2008__Munyekenye 1 39 157","Perennial"
"MJ1_2008__Munyekenye 1 40 158","Perennial"
"MJ1_2008__Munyekenye 1 40 159","Perennial"
"MJ1_2008__Munyekenye 1 40 160","Perennial"
"MJ1_2008__Munyekenye 1 40 161","Perennial"
"MJ1_2008__Munyekenye 1 41 162","Perennial"
"MJ1_2008__Munyekenye 1 41 163","Perennial"
"MJ1_2008__Munyekenye 1 41 164","Perennial"
"MJ1_2008__Munyekenye 1 41 165","Perennial"
"MJ1_2008__Munyekenye 1 42 166","Perennial"
"MJ1_2008__Munyekenye 1 42 167","Perennial"
"MJ1_2008__Munyekenye 1 42 168","Perennial"
"MJ1_2008__Munyekenye 1 42 169","Perennial"
"MJ1_2008__Munyekenye 1 43 170","Perennial"
"MJ1_2008__Munyekenye 1 43 171","Perennial"
"MJ1_2008__Munyekenye 1 43 172","Perennial"
"MJ1_2008__Munyekenye 1 43 173","Perennial"
"MJ1_2008__Munyekenye 1 44 174","Perennial"
"MJ1_2008__Munyekenye 1 44 175","Perennial"
"MJ1_2008__Munyekenye 1 44 176","Perennial"
"MJ1_2008__Munyekenye 1 44 177","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 45 178","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 45 179","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 45 180","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 46 181","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 46 182","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 46 183","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 46 184","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 47 185","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 47 186","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 47 187","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 47 188","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 48 189","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 48 190","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 48 191","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 48 192","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 49 193","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 49 194","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 49 195","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 49 196","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 50 197","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 50 198","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 50 199","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 50 200","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 51 201","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 51 202","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 51 203","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 51 204","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 52 205","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 52 206","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 52 207","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 52 208","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 53 209","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 53 210","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 53 211","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 53 212","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 54 213","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 54 214","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 54 215","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 54 216","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 55 217","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 55 218","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 55 219","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 55 220","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 56 221","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 56 222","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 56 223","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 56 224","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 57 225","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 57 226","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 57 227","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 57 228","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 58 229","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 58 230","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 58 231","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 58 232","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 59 233","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 59 234","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 59 235","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 59 236","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 60 237","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 60 238","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 60 239","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 60 240","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 61 241","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 61 242","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 61 243","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 61 244","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 62 245","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 62 246","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 62 247","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 62 248","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 63 249","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 63 250","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 63 251","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 63 252","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 64 253","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 64 254","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 64 255","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 64 256","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 65 257","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 65 258","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 65 259","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 65 260","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 66 261","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 66 262","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 66 263","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 66 264","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 67 265","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 67 266","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 67 267","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 67 268","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 68 269","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 68 270","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 68 271","Secondary vegetation and Timber Light and Intense"
"MJ1_2008__Munyekenye 1 68 272","Secondary vegetation and Timber Light and Intense"
"MJ1_2013__Adum 1 1 5","Timber"
"MJ1_2013__Adum 1 1 6","Timber"
"MJ1_2013__Adum 1 1 7","Timber"
"MJ1_2013__Adum 1 1 8","Timber"
"MJ1_2013__Adum 1 1 9","Timber"
"MJ1_2013__Adum 1 1 10","Timber"
"MJ1_2013__Adum 1 1 11","Timber"
"MJ1_2013__Adum 1 1 12","Timber"
"MJ1_2013__Adum 1 1 13","Timber"
"MJ1_2013__Adum 1 1 14","Timber"
"MJ1_2013__Adum 1 1 15","Timber"
"MJ1_2013__Adum 1 1 16","Timber"
"MJ1_2013__Adum 1 2 21","Timber"
"MJ1_2013__Adum 1 2 22","Timber"
"MJ1_2013__Adum 1 2 23","Timber"
"MJ1_2013__Adum 1 2 24","Timber"
"MJ1_2013__Adum 1 2 25","Timber"
"MJ1_2013__Adum 1 2 26","Timber"
"MJ1_2013__Adum 1 2 27","Timber"
"MJ1_2013__Adum 1 2 28","Timber"
"MJ1_2013__Adum 1 2 29","Timber"
"MJ1_2013__Adum 1 2 30","Timber"
"MJ1_2013__Adum 1 2 31","Timber"
"MJ1_2013__Adum 1 2 32","Timber"
"MJ1_2013__Adum 1 3 37","Timber"
"MJ1_2013__Adum 1 3 38","Timber"
"MJ1_2013__Adum 1 3 39","Timber"
"MJ1_2013__Adum 1 3 40","Timber"
"MJ1_2013__Adum 1 3 41","Timber"
"MJ1_2013__Adum 1 3 42","Timber"
"MJ1_2013__Adum 1 3 43","Timber"
"MJ1_2013__Adum 1 3 44","Timber"
"MJ1_2013__Adum 1 3 45","Timber"
"MJ1_2013__Adum 1 3 46","Timber"
"MJ1_2013__Adum 1 3 47","Timber"
"MJ1_2013__Adum 1 3 48","Timber"
"SC1_2006__Benedick 1  11","Perennial"
"SC1_2011__DCruze 1 Orchard 7","Perennial"
"SC1_2011__DCruze 1 Orchard 8","Perennial"
"SC1_2011__DCruze 1 Orchard 9","Perennial"
"SC1_2012__Barrico 1  25","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  26","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  27","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  28","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  29","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  30","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  31","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  32","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  33","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  34","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  35","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 1  36","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  25","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  26","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  27","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  28","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  29","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  30","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  31","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  32","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  33","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  34","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  35","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 2  36","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  25","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  26","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  27","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  28","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  29","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  30","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  31","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  32","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  33","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  34","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  35","Secondary vegetation and Timber Light and Intense"
"SC1_2012__Barrico 3  36","Secondary vegetation and Timber Light and Intense"
"SC1_2014__Kurz 1  3","Perennial"
"SC1_2014__Kurz 1  4","Perennial"
"SC1_2014__Kurz 1  15","Perennial"
"SC1_2014__Kurz 1  16","Perennial"
"SC1_2014__Kurz 1  23","Perennial"
"SC1_2014__Kurz 1  24","Perennial"
"SC1_2014__Kurz 1  27","Perennial"
"SC1_2014__Kurz 1  28","Perennial"
"SC1_2014__Kurz 1  35","Perennial"
"SC1_2014__Kurz 1  36","Perennial"
"SC1_2014__Kurz 1  39","Perennial"
"SC1_2014__Kurz 1  40","Perennial"
"SC2_2012__Giordani 1  26","Perennial"
"SC2_2012__Giordani 1  27","Perennial"
"SC2_2012__Giordani 1  28","Perennial"
"SC2_2012__Giordani 1  116","Perennial"
"SC2_2012__Giordani 1  118","Perennial"
"SC2_2012__Giordani 1  119","Perennial"
"SC2_2012__Giordani 1  139","Perennial"
"SC2_2012__Giordani 1  140","Perennial"
"SC2_2012__Giordani 1  141","Perennial"
"SC2_2012__Giordani 1  142","Perennial"
"SE1_2004__Gutierrez 1  2","Timber"
"SE1_2004__Gutierrez 2  2","Timber"
"SE1_2006__Armbrecht 2 LAF 4","Perennial"
"SE1_2006__Armbrecht 2 LAE 5","Perennial"
"SE1_2006__Armbrecht 2 LAM 6","Perennial"
"SE1_2006__Armbrecht 2 MONT 7","Perennial"
"SE1_2006__Armbrecht 2 BUE 8","Perennial"
"SE1_2006__Armbrecht 2 CON 9","Perennial"
"SE1_2006__Armbrecht 2 LAP1 10","Perennial"
"SE1_2006__Armbrecht 2 LAP2 11","Perennial"
"SE1_2006__Armbrecht 2 LAC 12","Perennial"
"SE1_2006__Armbrecht 3 LAF 4","Perennial"
"SE1_2006__Armbrecht 3 LAE 5","Perennial"
"SE1_2006__Armbrecht 3 LAM 6","Perennial"
"SE1_2006__Armbrecht 3 MONT 7","Perennial"
"SE1_2006__Armbrecht 3 BUE 8","Perennial"
"SE1_2006__Armbrecht 3 CON 9","Perennial"
"SE1_2006__Armbrecht 3 LAP1 10","Perennial"
"SE1_2006__Armbrecht 3 LAP2 11","Perennial"
"SE1_2006__Armbrecht 3 LAC 12","Perennial"
"SE1_2006__Armbrecht 4 LAF 4","Perennial"
"SE1_2006__Armbrecht 4 LAE 5","Perennial"
"SE1_2006__Armbrecht 4 LAM 6","Perennial"
"SE1_2006__Armbrecht 4 MONT 7","Perennial"
"SE1_2006__Armbrecht 4 BUE 8","Perennial"
"SE1_2006__Armbrecht 4 CON 9","Perennial"
"SE1_2006__Armbrecht 4 LAP1 10","Perennial"
"SE1_2006__Armbrecht 4 LAP2 11","Perennial"
"SE1_2006__Armbrecht 4 LAC 12","Perennial"
"SE1_2012__Noriega 1  2","Perennial"
"SE1_2012__Rey 1 OF 4","Timber"
"SE1_2012__Rey 1 OF 5","Timber"
