Model;Scenario;Region;Variable;Unit;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Demand|Food;million t DM/yr;451.5674;472.0546;486.0753;497.0669;504.4111;508.482;509.0516;506.1883;500.1866;491.103;479.3079;465.6494;450.8049;435.369;419.4132;403.0595;386.5853;370.6761;355.7879;341.9558;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Demand|Livestock|Feed;million t DM/yr;1.015;1.5664;1.9822;2.3783;2.6413;2.7589;2.738;2.6609;2.5249;2.3529;2.1549;1.9593;1.7613;1.5717;1.3921;1.2242;1.0692;0.9294;0.8049;0.695;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Demand|Livestock|Food;million t DM/yr;41.9256;55.7277;68.2943;80.7375;89.405;93.923;94.9039;93.633;90.6796;86.2502;80.8548;74.992;68.9377;62.8939;56.9355;51.1582;45.6378;40.4986;35.7879;31.5122;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Demand|Livestock|Other;million t DM/yr;1.0324;1.1527;1.2513;1.3416;1.3997;1.425;1.4333;1.5373;1.5062;1.4818;1.4274;1.4413;1.3913;1.3406;1.289;1.2371;1.1851;1.1347;1.0867;1.0409;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Demand|Other;million t DM/yr;88.6611;95.602;100.6746;105.1605;108.5551;110.6584;112.1499;113.0632;112.9418;111.3569;109.3251;106.8877;104.0898;100.8529;98.0529;95.2766;92.2402;89.7357;87.1412;84.4969;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Production;million t DM/yr;704.4189;797.3233;859.3144;918.5224;968.2279;1005.519;1057.6967;1111.2923;1120.6999;1131.7539;1139.2682;1158.8114;1160.8773;1164.2767;1172.0657;1188.8164;1194.6008;1205.0369;1205.1995;1187.2807;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Production|Crops|Energy;million t DM/yr;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Production|Crops|Non-Energy;million t DM/yr;661.7;741.0284;790.9092;837.7025;877.2266;909.8073;960.5246;1009.9586;1021.6985;1035.5372;1047.5013;1068.8089;1075.2443;1082.8944;1094.8079;1115.5373;1124.9987;1137.7458;1142.8746;1128.2505;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Production|Crops|Non-Energy|Cereals;million t DM/yr;458.9504;506.6451;545.5975;572.0408;607.2735;638.4321;695.2968;748.099;760.5759;776.5884;787.3273;814.3229;816.9767;824.114;839.7032;869.046;884.2224;908.5299;917.2194;895.6581;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Agricultural Production|Livestock;million t DM/yr;42.7183;56.2943;68.4046;80.8193;91.0008;95.7111;97.1716;101.3331;99.0009;96.2161;91.7664;90.002;85.6325;81.3818;77.2573;73.2786;69.6015;67.2905;62.3243;59.0297;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Biodiversity|BII;unitless;0.167;0.1672;0.1671;0.2034;0.2036;0.2042;0.2053;0.2144;0.2146;0.2166;0.2199;0.2265;0.2314;0.2329;0.2355;0.2396;0.2406;0.2405;0.2418;0.2504;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Biodiversity|ESHI;unitless;1;0.99;0.9899;0.9943;0.9946;0.9955;0.9983;1.407;1.4071;1.41;1.4129;1.5769;1.9788;2.0258;2.0258;2.1628;2.1848;2.1859;2.2736;2.7287;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Biodiversity|NPotSpeciesInRegion;number of species;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;411;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Biodiversity|NSpeciesExtinctAtFirstYear;number of species;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Biodiversity|RLI;unitless;0.9703;0.9674;0.9674;0.9689;0.9679;0.9669;0.9659;0.9708;0.9708;0.9708;0.9708;0.9727;0.981;0.982;0.982;0.9771;0.9771;0.982;0.983;0.983;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|CH4|Land Use;Mt CH4/yr;22.9299;26.3875;29.1934;31.8336;33.4183;33.7312;33.007;31.8789;30.181;28.1995;26.0859;24.0931;21.976;20.177;18.5112;17.3242;15.9155;15.0165;13.6139;11.9999;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|CH4|Land Use|Agricultural Waste Burning;Mt CH4/yr;1.7625;1.9172;1.9965;2.0736;2.1361;2.1939;2.2873;2.3751;2.3796;2.3783;2.373;2.3804;2.3557;2.3282;2.3112;2.3186;2.2977;2.2908;2.2631;2.1992;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|CH4|Land Use|Agriculture;Mt CH4/yr;20.9945;24.2977;27.024;29.5873;31.1097;31.3655;30.5487;29.3235;27.6212;25.6386;23.5303;21.5273;19.4314;17.6593;16.0104;14.6428;13.3752;12.381;11.1588;9.6026;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|CH4|Land Use|Agriculture|AWM;Mt CH4/yr;2.1332;2.8039;3.4005;4.0127;4.5197;4.7514;4.8072;4.8372;4.714;4.5415;4.3185;4.1203;3.886;3.6598;3.4424;3.2354;3.0431;2.9009;2.6799;2.518;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|CH4|Land Use|Agriculture|Enteric Fermentation;Mt CH4/yr;11.9503;15.2087;17.8335;20.184;21.4724;21.6104;20.8903;19.7251;18.2992;16.6696;14.9753;13.3219;11.7694;10.3283;9.0121;7.8312;6.8057;6.1506;5.034;4.3356;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|CH4|Land Use|Agriculture|Rice;Mt CH4/yr;6.911;6.2852;5.79;5.3906;5.1176;5.0036;4.8512;4.7613;4.608;4.4275;4.2364;4.0852;3.776;3.6712;3.556;3.5762;3.5264;3.3295;3.4448;2.749;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|CH4|Land Use|Forest Burning;Mt CH4/yr;0.1174;0.1173;0.1175;0.1174;0.1173;0.1173;0.1173;0.138;0.138;0.1428;0.1431;0.1485;0.1558;0.157;0.157;0.3322;0.2121;0.3141;0.1622;0.1747;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|CH4|Land Use|Savannah Burning;Mt CH4/yr;0.0555;0.0553;0.0554;0.0554;0.0552;0.0546;0.0537;0.0423;0.0422;0.0397;0.0396;0.0368;0.0331;0.0325;0.0325;0.0305;0.0305;0.0305;0.0298;0.0235;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|CO2|Land Use;Mt CO2/yr;291.1825;92.7813;314.0817;639.4735;376.6281;135.3266;210.1234;200.3173;92.257;12.5752;-0.6775;-0.2743;0.0424;-0.0356;15.0553;24.993;19.6561;24.6219;3.7404;-33.4284;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|N2O|Land Use;kt N2O/yr;1047.7935;1188.6339;1276.0073;1326.6341;1361.1552;1373.872;1404.0404;1422.2515;1399.6108;1312.2108;1289.4453;1287.0912;1270.6168;1252.5347;1241.5649;1249.1307;1241.0351;1254.7312;1232.6854;1217.8734;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|N2O|Land Use|Agricultural Waste Burning;kt N2O/yr;20.0285;21.7862;22.6876;23.5632;24.2739;24.9303;25.9922;26.9893;27.041;27.0266;26.9658;27.0503;26.7691;26.4572;26.2642;26.3482;26.1102;26.0322;25.7168;24.9906;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|N2O|Land Use|Agriculture;kt N2O/yr;1018.2777;1157.3823;1243.84;1293.5913;1327.4226;1339.54;1368.729;1386.2952;1363.6154;1276.2931;1253.5915;1251.2242;1235.1265;1217.3701;1206.5934;1208.9325;1204.7145;1215.3983;1198.3309;1184.3982;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|N2O|Land Use|Agriculture|AWM;kt N2O/yr;91.8872;124.8362;142.0174;154.6024;156.4006;149.1616;136.3331;124.2613;108.0286;92.2467;78.9346;67.9821;56.9251;47.0875;38.4515;30.9753;24.684;20.022;14.8456;11.27;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|N2O|Land Use|Agriculture|Cropland Soils;kt N2O/yr;734.6045;827.0441;880.9654;906.5923;936.8317;967.2233;1019.9281;1065.1424;1074.082;1019.0069;1021.3058;1042.4033;1048.5622;1050.9547;1058.2865;1076.7639;1086.482;1107.2754;1103.5346;1098.8163;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|N2O|Land Use|Agriculture|Pasture;kt N2O/yr;191.786;205.502;220.8572;232.3967;234.1903;223.1551;212.4679;196.8915;181.5048;165.0394;153.3511;140.8388;129.6392;119.3279;109.8555;101.1932;93.5484;88.101;79.9507;74.3119;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|N2O|Land Use|Forest Burning;kt N2O/yr;4.1933;4.1896;4.1941;4.1912;4.1894;4.1894;4.1894;4.9276;4.9276;5.0998;5.111;5.3046;5.5645;5.6059;5.6059;10.9362;7.2966;10.3868;5.7912;6.2374;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Emissions|N2O|Land Use|Savannah Burning;kt N2O/yr;5.2941;5.2758;5.2857;5.2883;5.2693;5.2123;5.1298;4.0394;4.0269;3.7914;3.7771;3.512;3.1568;3.1015;3.1015;2.9139;2.9139;2.9139;2.8465;2.2473;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Fertilizer Use|Nitrogen;Tg N/yr;23.355;26.1147;30.2883;31.1622;31.5208;31.4543;32.0322;32.2372;31.9904;32.7967;33.941;34.9056;35.4649;35.8969;36.4874;37.4822;37.8477;38.6671;38.9435;38.8765;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Food Energy Supply;EJ/yr;6.307;6.7919;7.1792;7.5278;7.7678;7.8972;7.9238;7.8701;7.7494;7.5659;7.3326;7.0683;6.7862;6.4968;6.2022;5.9056;5.6118;5.3312;5.0702;4.8294;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Food Energy Supply|Crops;EJ/yr;4.9763;5.0509;5.0624;5.0375;5.0158;5.0066;4.9991;4.9785;4.9418;4.8861;4.8108;4.7193;4.6169;4.5088;4.394;4.2732;4.1482;4.0259;3.9109;3.8036;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Food Energy Supply|Crops|Per Capita;kcal/cap/day;2298.97;2269.1812;2230.736;2187.9749;2163.1645;2160.2122;2174.8381;2200.3806;2234.3276;2274.8616;2319.7425;2368.3035;2419.9301;2474.1255;2529.7986;2587.506;2646.1255;2705.3452;2764.5053;2823.1039;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Food Energy Supply|Livestock;EJ/yr;1.3307;1.7409;2.1169;2.4903;2.7519;2.8906;2.9247;2.8916;2.8076;2.6797;2.5218;2.3491;2.1692;1.9879;1.8082;1.6325;1.4636;1.3052;1.1593;1.0258;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Food Energy Supply|Livestock|Per Capita;kcal/cap/day;614.7774;782.1383;932.8;1081.6055;1186.8278;1247.2215;1272.3987;1278.0514;1269.3921;1247.6053;1215.9893;1178.8469;1136.9869;1090.8275;1041.0646;988.4925;933.6132;877.0654;819.453;761.3647;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Food Energy Supply|Per Capita;kcal/cap/day;2913.7474;3051.3194;3163.536;3269.5805;3349.9924;3407.4337;3447.2368;3478.4319;3503.7197;3522.4669;3535.7318;3547.1504;3556.917;3564.9531;3570.8632;3575.9985;3579.7386;3582.4106;3583.9584;3584.4686;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;GDP per capita|MER;US$2005/cap/yr;1770.4137;2855.5019;4203.2829;6030.1967;7967.3717;9812.1172;11475.9891;13102.5036;14724.0929;16256.7141;17690.8377;19178.1369;20715.0527;22293.2227;23876.7109;25548.6458;27260.6783;29030.6246;30850.3949;32724.5373;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;GDP|MER;billion US$2005/yr;2.5094;4.162;6.2461;9.0912;12.0971;14.891;17.273;19.4119;21.3248;22.8644;24.0237;25.0241;25.8793;26.603;27.1558;27.6282;27.9834;28.289;28.5783;28.8708;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover;million ha;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;1155.269;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Built-up Area;million ha;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;10.311;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Cropland;million ha;162.3862;164.4462;163.5834;163.3568;165.0497;170.13;177.4814;184.7225;185.8338;185.842;185.7553;185.7797;185.7797;185.673;185.673;186.1084;185.2088;185.8145;185.8111;184.8504;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Cropland|Cereals;million ha;87.445;85.5648;83.8392;81.8904;83.1243;87.2808;93.6362;100.489;101.947;104.4069;105.8902;109.1577;108.943;110.5103;112.2518;116.9223;118.7078;121.8489;124.4087;121.4767;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Cropland|Energy Crops;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Cropland|Energy Crops|Irrigated;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Cropland|Irrigated;million ha;23.3375;23.3826;22.5611;22.3568;22.3304;22.2884;24.4616;22.4418;25.6678;25.771;25.8249;25.8053;25.8053;23.7249;23.4737;23.4325;23.4332;23.1655;15.6019;16.0913;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Forest;million ha;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;205.3251;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Forest|Afforestation and Reforestation;million ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Forest|Forestry;million ha;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;74.416;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Forest|Natural Forest;million ha;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;130.9091;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Other Natural Land;million ha;305.4868;305.0575;305.042;305.0307;305.0307;305.0307;305.0307;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;305.4868;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Pasture;million ha;471.7599;470.1291;471.0074;471.2453;469.5524;464.4721;457.1207;359.9488;358.8375;337.8492;336.5782;312.9595;281.3028;276.371;276.371;259.6562;259.6562;259.6562;253.6555;200.2591;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Land Cover|Restoration land;million ha;0;0;0;0;0;0;0;89.4748;89.4748;110.4548;111.8126;135.4068;167.0635;172.102;172.102;188.3815;189.2811;188.6755;194.6795;249.0366;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Population;million;1417.3904;1457.5263;1486.0042;1507.6165;1518.3327;1517.6175;1505.1398;1481.5381;1448.2913;1406.4571;1357.9732;1304.8265;1249.2999;1193.3232;1137.334;1081.3961;1026.5128;974.4533;926.3516;882.237;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Agriculture|Cereals|Index;2005=1;1;1.08;1.07;1.08;1.08;1.05;0.99;0.96;0.98;0.95;0.96;0.97;0.95;0.93;0.95;0.91;0.89;0.84;0.8;0.8;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Agriculture|Corn|Index;2005=1;1;1.1;1.1;1.12;1.12;1.08;1.01;0.98;1.01;0.99;0.99;1;0.97;0.95;0.97;0.93;0.92;0.88;0.86;0.87;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Agriculture|Livestock|Index;Index (2005 = 1);1;1.14;1.12;1.11;1.06;0.98;0.86;0.78;0.77;0.76;0.75;0.74;0.72;0.72;0.72;0.7;0.69;0.67;0.66;0.66;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Agriculture|Non-Energy Crops and Livestock|Index;Index (2005 = 1);1;1.09;1.08;1.08;1.05;0.99;0.91;0.86;0.86;0.85;0.84;0.84;0.82;0.82;0.82;0.8;0.78;0.75;0.73;0.73;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Agriculture|Non-Energy Crops|Index;Index (2005 = 1);1;1.05;1.04;1.04;1.03;1.01;0.97;0.95;0.96;0.95;0.95;0.95;0.94;0.93;0.93;0.9;0.88;0.84;0.82;0.81;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Agriculture|Oilcrops|Index;2005=1;1;1.05;1.04;1.07;1.06;1.02;0.97;0.96;1;1;1.01;1.02;1.01;1;0.99;0.94;0.88;0.82;0.78;0.77;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Agriculture|Soybean|Index;2005=1;1;1.04;1.04;1.06;1.05;1.02;1;1.01;1.05;1.07;1.1;1.11;1.11;1.11;1.09;1.03;0.96;0.89;0.84;0.83;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Agriculture|Sugarcrops|Index;2005=1;1;1.05;1.05;1.06;1.05;1.01;0.96;0.92;0.92;0.89;0.88;0.89;0.88;0.87;0.85;0.83;0.79;0.75;0.72;0.71;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Agriculture|Wheat|Index;2005=1;1;1.08;1.06;1.05;1.09;1.07;1;0.97;1;0.97;0.97;0.98;0.95;0.93;0.94;0.9;0.87;0.83;0.8;0.81;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Carbon;US$2005/t CO2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Price|Primary Energy|Biomass;US$2005/GJ;5.0135;5.3965;5.3882;5.4944;5.5002;5.3283;5.0602;4.928;5.0148;4.9289;4.925;4.958;4.8525;4.7717;4.6537;4.5005;4.2392;4.0473;3.9157;3.9;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Water|Withdrawal|Irrigation;million m3/yr;130693;130024;122608;120585;121251;121339;123715;120915;132953;132853;132863;132944;132673;130194;128129;128205;128224;128190;106518;103091;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Yield|Cereal;t DM/ha/yr;5.2484;5.9212;6.5077;6.9854;7.3056;7.3147;7.4255;7.4446;7.4605;7.4381;7.4353;7.4601;7.4991;7.4574;7.4805;7.4327;7.4487;7.4562;7.3726;7.3731;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Yield|Oilcrops;t DM/ha/yr;1.9188;2.4898;2.5919;3.1569;3.2159;3.4181;3.1613;3.1123;2.9202;2.9802;2.9867;3.0257;2.9794;3.0152;3.0215;3.1026;3.1264;3.1382;3.219;3.3636;
MAgPIE;RCP1p9p_SSP2_BIOD;CHN;Yield|Sugarcrops;t DM/ha/yr;13.0717;14.5781;15.7381;16.7473;17.3547;17.425;17.4588;17.4061;17.5079;17.3844;17.3277;17.4731;17.5461;17.7079;17.8918;18.1001;18.3136;18.3584;18.748;18.8331;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand;million t DM/yr;445.2443;460.9124;478.8801;495.9311;499.7455;502.8043;504.3915;504.7275;505.4864;503.658;501.7695;500.0407;496.3958;492.17;488.2291;485.8177;479.9529;474.6719;468.6077;463.0251;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Bioenergy;million t DM/yr;5.1026;17.9406;29.8166;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;41.6956;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Bioenergy|1st generation;million t DM/yr;5.102;17.94;29.816;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;41.695;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Bioenergy|2nd generation;million t DM/yr;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Crops|Feed;million t DM/yr;153.7649;147.6145;144.5911;141.2298;137.2383;133.194;128.0437;122.2309;117.0912;110.4666;104.2073;98.3135;91.602;85.1941;80.4978;78.589;73.5842;70.0241;66.098;63.2979;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Crops|Food;million t DM/yr;190.2218;197.0078;204.1773;211.054;217.5799;223.9028;230.0796;236.3661;242.4809;248.2644;253.6216;258.7347;262.8454;265.5446;267.1179;267.6354;267.6716;266.9851;265.5346;263.4205;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Crops|Other;million t DM/yr;54.283;55.4616;56.7239;57.8775;58.9149;59.5948;60.549;61.1696;61.7076;62.0615;62.6618;63.3386;64.2059;65.4428;65.8203;65.6158;65.6166;65.2822;65.4785;65.5205;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Feed;million t DM/yr;157.3111;151.1886;148.1724;144.801;140.7758;136.8731;131.6829;125.8236;120.9202;114.1995;107.8127;101.9709;94.9662;88.0575;83.1547;81.1411;75.9574;72.3234;68.032;65.0832;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Food;million t DM/yr;226.5072;234.2199;242.0069;249.343;256.0979;262.3391;268.128;273.6735;278.7742;283.2952;287.1822;290.6123;293.1045;294.554;295.1456;294.9621;294.2935;292.9977;291.049;288.3988;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Livestock|Feed;million t DM/yr;3.5462;3.5741;3.5813;3.5712;3.5376;3.6791;3.6392;3.5927;3.829;3.7329;3.6054;3.6574;3.3642;2.8635;2.6569;2.552;2.3731;2.2992;1.9339;1.7853;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Livestock|Food;million t DM/yr;36.2854;37.2121;37.8296;38.289;38.518;38.4363;38.0484;37.3074;36.2932;35.0308;33.5607;31.8776;30.2591;29.0094;28.0277;27.3267;26.622;26.0126;25.5144;24.9783;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Livestock|Other;million t DM/yr;2.0404;2.1017;2.1603;2.2141;2.2613;2.3018;2.336;2.3653;2.3889;2.4062;2.4173;2.4233;2.4236;2.42;2.413;2.4031;2.3898;2.3731;2.3527;2.327;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Demand|Other;million t DM/yr;56.3233;57.5633;58.8842;60.0916;61.1762;61.8966;62.8851;63.5349;64.0965;64.4677;65.0791;65.7619;66.6295;67.8628;68.2333;68.019;68.0065;67.6552;67.8312;67.8475;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Production;million t DM/yr;438.3567;444.5532;451.6455;458.1166;456.6763;451.8883;450.6042;445.5238;442.6217;437.2974;435.8424;439.0001;447.0879;463.958;469.0522;463.9528;463.4179;463.585;461.3796;467.4978;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Production|Crops|Energy;million t DM/yr;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;6e-04;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Production|Crops|Non-Energy;million t DM/yr;394.885;400.5828;407.506;413.8812;412.577;407.7922;407.1854;403.0545;400.6943;396.7996;396.992;401.5709;411.7239;430.8305;437.4173;433.4717;434.277;435.5679;435.0192;442.4397;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Production|Crops|Non-Energy|Cereals;million t DM/yr;279.3297;279.1154;281.7993;283.9395;279.2459;274.2744;268.245;261.5872;259.2579;250.2451;251.2951;254.6527;265.8257;283.828;288.5861;279.7342;277.7225;279.4066;279.216;283.7141;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Agricultural Production|Livestock;million t DM/yr;43.4712;43.9698;44.139;44.2348;44.0988;44.0955;43.4182;42.4687;41.9268;40.4973;38.8499;37.4287;35.3634;33.1269;31.6344;30.4806;29.1404;28.0166;26.3598;25.0576;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Biodiversity|BII;unitless;0.2191;0.2201;0.2208;0.2447;0.2449;0.2451;0.2492;0.2509;0.251;0.2529;0.2567;0.2573;0.2588;0.2581;0.2578;0.2579;0.2579;0.2576;0.2579;0.2586;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Biodiversity|ESHI;unitless;1;0.9985;0.9968;1.0832;1.0841;1.0849;1.1948;1.2676;1.2678;1.3168;1.4274;1.4453;1.501;1.5195;1.5197;1.5386;1.5495;1.5688;1.6036;1.6181;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Biodiversity|NPotSpeciesInRegion;number of species;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Biodiversity|NSpeciesExtinctAtFirstYear;number of species;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Biodiversity|RLI;unitless;0.9833;0.9833;0.9833;0.9847;0.9847;0.9847;0.9861;0.9903;0.9903;0.9917;0.9917;0.9917;0.9917;0.9917;0.9917;0.9917;0.9917;0.9917;0.9917;0.9917;
MAgPIE;RCP1p9p_SSP2_BIOD;EUR;Emissions|CH4|Land Use;Mt CH4/yr;12.1937;12.31;12.3408;12.3471;12.2777;12.4804;12.3292;12.1272;12.3873;12.0442;11.7477;11.5426;10.8601;9.9336;9.3625;9.0408;8.7934;8.3855;7.543;7.1835;
